smiles,substructures
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2cccc(OCCCCCCc3cn(CCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nn3)c2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,[*:1]c1cccc(-c2c(C(=O)Nc3ccccc3)c(C(C)C)n(CCC(O)CC(O)CC(=O)O)c2-c2ccc(F)cc2)c1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCn1cc(CCCCCCO[*:1])nn1
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2cccc(OCCCCCCCc3cn(CCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nn3)c2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,[*:1]c1cccc(-c2c(C(=O)Nc3ccccc3)c(C(C)C)n(CCC(O)CC(O)CC(=O)O)c2-c2ccc(F)cc2)c1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCn1cc(CCCCCCCO[*:1])nn1
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCCCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nc(C)c3c2C)cc1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCC[*:1].[*:1]NC(=O)CCCn1nc(C)c2c(C)n(-c3ccc(C)cc3)nc2c1=O
Cc1ccc(C(=O)NCCCCc2cn(CCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCOCCOCCOCCn1cc(CCC[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCCCc2cn(CCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCOCCOCCOCCOCCn1cc(CCC[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCCCc2cn(CCCC(=O)NCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCOCCOCCNC(=O)CCCn1cc(CCC[*:1])nn1
Cc1ccc(C(=O)NCCc2cn(CCCC(=O)NCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCNC(=O)CCCn1cc(C[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCc2cn(CCCC(=O)NCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCNC(=O)CCCn1cc(C[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCc2cn(CCCC(=O)NCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCNC(=O)CCCn1cc(C[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCCCc2cn(CCCC(=O)NCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCNC(=O)CCCn1cc(CCC[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCCc2cn(CCCC(=O)NCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCNC(=O)CCCn1cc(CC[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCCCc2cn(CCCC(=O)NCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCNC(=O)CCCn1cc(CCC[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCCCc2cn(CCCC(=O)NCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCNC(=O)CCCn1cc(CCC[*:1])nn1.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(C(=O)NCCCCc2cn(CCC(C(=O)NCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)N(C(=O)[O-])C(C)(C)C)nn2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCNC(=O)C(CCn1cc(CCC[*:1])nn1)N(C(=O)[O-])C(C)(C)C.[*:1]CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nc(C)c3c2C)cc1,[*:1]NC(=O)CCCn1nc(C)c2c(C)n(-c3ccc(C)cc3)nc2c1=O.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCC[*:1]
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nc(C)c3c2C)cc1,[*:1]NC(=O)CCCn1nc(C)c2c(C)n(-c3ccc(C)cc3)nc2c1=O.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCC[*:1]
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nc(C)c3c2C)cc1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCOCCOCC[*:1].[*:1]NC(=O)CCCn1nc(C)c2c(C)n(-c3ccc(C)cc3)nc2c1=O
O=C1CCC(N2C(=O)c3cccc(NCCNC(=O)c4ccc(NC(=O)C5NC6(CCCCC6)C6(C(=O)Nc7cc(Cl)ccc76)C5c5cccc(Cl)c5F)cc4)c3C2=O)C(=O)N1,[*:1]CNC(=O)c1ccc(NC(=O)C2NC3(CCCCC3)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)cc1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C[*:1]
O=C1CCC(N2C(=O)c3cccc(CCCCCNC(=O)c4ccc(NC(=O)C5NC6(CCCCC6)C6(C(=O)Nc7cc(Cl)ccc76)C5c5cccc(Cl)c5F)cc4)c3C2=O)C(=O)N1,[*:1]CNC(=O)c1ccc(NC(=O)C2NC3(CCCCC3)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)cc1.[*:2]c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCC[*:1]
O=C1CCC(N2Cc3c(NCCCCNC(=O)c4ccc(NC(=O)C5NC6(CCCCC6)C6(C(=O)Nc7cc(Cl)ccc76)C5c5cccc(Cl)c5F)cc4)cccc3C2=O)C(=O)N1,[*:1]CNC(=O)c1ccc(NC(=O)C2NC3(CCCCC3)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)cc1.[*:2]Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O.[*:2]CCC[*:1]
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCCNC(=O)c2ccc(NC(=O)C3NC4(CCCCC4)C4(C(=O)Nc5cc(Cl)ccc54)C3c3cccc(Cl)c3F)cc2)C(C)(C)C)cc1,[*:1]CNC(=O)c1ccc(NC(=O)C2NC3(CCCCC3)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)cc1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CC[*:1]
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCOCCOCCNC(=O)c2ccc(NC(=O)C3NC4(CCCCC4)C4(C(=O)Nc5cc(Cl)ccc54)C3c3cccc(Cl)c3F)cc2)C(C)(C)C)cc1,[*:1]CNC(=O)c1ccc(NC(=O)C2NC3(CCCCC3)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)cc1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]COCCOC[*:1]
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCOCCOCCOCCNC(=O)c2ccc(NC(=O)C3NC4(CCCCC4)C4(C(=O)Nc5cc(Cl)ccc54)C3c3cccc(Cl)c3F)cc2)C(C)(C)C)cc1,[*:1]CNC(=O)c1ccc(NC(=O)C2NC3(CCCCC3)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)cc1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]COCCOCCOC[*:1]
Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCNC(=O)c2ccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)cc2F)C(C)(C)C)cc1,[*:1]CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]C[*:1]
Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCCCNC(=O)c2ccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)cc2F)C(C)(C)C)cc1,[*:1]CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCC[*:1]
Cc1cc(C(C(=O)N2CC(O)CC2C(=O)NC(CC(=O)NCCCCCCCCCNC(=O)c2ccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)cc2F)c2ccc(-c3scnc3C)cc2)C(C)C)on1,[*:1]CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F.[*:2]CNC(=O)CC(NC(=O)C1CC(O)CN1C(=O)C(c1cc(C)no1)C(C)C)c1ccc(-c2scnc2C)cc1.[*:2]CCCCCCC[*:1]
Cc1cc(C(C(=O)N2CC(O)CC2C(=O)NC(CC(=O)N2CCC(N3CCC(C#Cc4ccc(N5C(=S)N(c6cnc(C#N)c(C(F)(F)F)c6)C(=O)C56CCC6)cc4)CC3)CC2)c2ccc(-c3scnc3C)cc2)C(C)C)on1,[*:1]#Cc1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1.[*:2]C(NC(=O)C1CC(O)CN1C(=O)C(c1cc(C)no1)C(C)C)c1ccc(-c2scnc2C)cc1.[*:2]CC(=O)N1CCC(N2CCC(C#[*:1])CC2)CC1
Cc1cc(C(C(=O)N2CC(O)CC2C(=O)NC(CC(=O)N2CCC(N3CCC(C#Cc4ccc(C(=O)NC5C(C)(C)C(Oc6ccc(C#N)c(Cl)c6)C5(C)C)cc4)CC3)CC2)c2ccc(-c3scnc3C)cc2)C(C)C)on1,[*:1]c1ccc(C(=O)NC2C(C)(C)C(Oc3ccc(C#N)c(Cl)c3)C2(C)C)cc1.[*:2]C(NC(=O)C1CC(O)CN1C(=O)C(c1cc(C)no1)C(C)C)c1ccc(-c2scnc2C)cc1.[*:2]CC(=O)N1CCC(N2CCC(C#C[*:1])CC2)CC1
Cc1cc(C(C(=O)N2CC(O)CC2C(=O)NC(CC(=O)N2CCC(N3CCC(C#Cc4ccc(Cc5c(C)nn(-c6ccc(C#N)c(Cl)c6)c5C)cc4)CC3)CC2)c2ccc(-c3scnc3C)cc2)C(C)C)on1,[*:1]#Cc1ccc(Cc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)cc1.[*:2]C(NC(=O)C1CC(O)CN1C(=O)C(c1cc(C)no1)C(C)C)c1ccc(-c2scnc2C)cc1.[*:2]CC(=O)N1CCC(N2CCC(C#[*:1])CC2)CC1
CC1(C)C(NC(=O)c2ccc(C(=O)NCCCCCCCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)C(C)(C)C1Oc1ccc(C#N)c(Cl)c1,[*:1]c1ccc(C(=O)NC2C(C)(C)C(Oc3ccc(C#N)c(Cl)c3)C2(C)C)cc1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCCCNC(=O)[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCCNC(=O)CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CC(=O)NCCC[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCCCCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]OCCCCCC[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCC[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCC[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCC[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CC[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCOCCCc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCOC[*:1]
CCn1nc(C2CC2)cc1Nc1nc(C(=O)NCCCCCc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,[*:1]CNC(=O)c1nc(Nc2cc(C3CC3)nn2CC)c2c(n1)[nH]c1cc(-c3c(C)noc3C)c(OC)cc12.[*:2]c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCC[*:1]
COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCN(CC(=O)NCCOCCOCCOCCOCCn3cc(-c4ccc(-n5cc6cccc(C(N)=O)c6n5)cc4)nn3)C(=O)C2)c(OC(C)C)c1,[*:1]c1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1.[*:2]N1CCN(C(=O)N2C(c3ccc(OC)cc3OC(C)C)=NC(c3ccc(Cl)cc3)C2c2ccc(Cl)cc2)CC1=O.[*:2]CC(=O)NCCOCCOCCOCCOCCn1cc([*:1])nn1
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCOCCOCCC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*:1]Oc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2cc1OC.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]COCCOCC[*:1]
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCOCCOCCC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,[*:1]Oc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2cc1OC.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]COCCOCCC[*:1]
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCCOCCCCOc1cc(-c2scnc2C)ccc1CNC(=O)C1CC(O)CN1C(=O)C(C(C)C)N1Cc2ccccc2C1=O,[*:1]Oc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2cc1OC.[*:2]c1cc(-c2scnc2C)ccc1CNC(=O)C1CC(O)CN1C(=O)C(C(C)C)N1Cc2ccccc2C1=O.[*:2]OCCCCOCCCC[*:1]
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCOCCOCCCOc1cc(-c2scnc2C)ccc1CNC(=O)C1CC(O)CN1C(=O)C(C(C)C)N1Cc2ccccc2C1=O,[*:1]Oc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2cc1OC.[*:2]c1cc(-c2scnc2C)ccc1CNC(=O)C1CC(O)CN1C(=O)C(C(C)C)N1Cc2ccccc2C1=O.[*:2]OCCCOCCOCCC[*:1]
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCOCCCOCCCOc1cc(-c2scnc2C)ccc1CNC(=O)C1CC(O)CN1C(=O)C(C(C)C)N1Cc2ccccc2C1=O,[*:1]Oc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2cc1OC.[*:2]c1cc(-c2scnc2C)ccc1CNC(=O)C1CC(O)CN1C(=O)C(C(C)C)N1Cc2ccccc2C1=O.[*:2]OCCCOCCCOCCC[*:1]
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CC(=O)NCCCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O,[*:1]N1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCNC(=O)C[*:1]
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CC(=O)NCCCCCCCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O,[*:1]N1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCNC(=O)C[*:1]
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CCOCCOCCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O,[*:1]N1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1.[*:2]c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]OCCOCCOCC[*:1]
COc1cc(C=C(C#N)C(=O)NCCC(=O)NC(C(=O)N2CC(O)CC2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F,[*:1]NC(=O)C(C#N)=Cc1ccc(OCc2ccc(C(F)(F)F)cc2C(F)(F)F)c(OC)c1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]C[*:1]
COc1cc(C=C(C#N)C(=O)NCCCC(=O)NC(C(=O)N2CC(O)CC2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F,[*:1]NC(=O)C(C#N)=Cc1ccc(OCc2ccc(C(F)(F)F)cc2C(F)(F)F)c(OC)c1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CC[*:1]
COc1cc(C=C(C#N)C(=O)NCCCCCCC(=O)NC(C(=O)N2CC(O)CC2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F,[*:1]NC(=O)C(C#N)=Cc1ccc(OCc2ccc(C(F)(F)F)cc2C(F)(F)F)c(OC)c1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCCCC[*:1]
COc1cc(C=C(C#N)C(=O)NCCCCCCCC(=O)NC(C(=O)N2CC(O)CC2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F,[*:1]NC(=O)C(C#N)=Cc1ccc(OCc2ccc(C(F)(F)F)cc2C(F)(F)F)c(OC)c1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCCCCC[*:1]
COc1cc(C=C(C#N)C(=O)NCCOCC(=O)NC(C(=O)N2CC(O)CC2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F,[*:1]NC(=O)C(C#N)=Cc1ccc(OCc2ccc(C(F)(F)F)cc2C(F)(F)F)c(OC)c1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]OCC[*:1]
COc1cc(C=C(C#N)C(=O)NCCOCCC(=O)NC(C(=O)N2CC(O)CC2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F,[*:1]NC(=O)C(C#N)=Cc1ccc(OCc2ccc(C(F)(F)F)cc2C(F)(F)F)c(OC)c1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]COCC[*:1]
