smiles,substructures
CCCn1cc(-c2nc(Nc3ccc(C(=O)NCCOCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3)nc3[nH]ccc23)cn1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCOCCOCCOCCOCCNC(=O)c1ccc(N[*:1])cc1.[*:1]c1nc(-c2cnn(CCC)c2)c2cc[nH]c2n1
COc1cc(-c2cn(C)c(=O)c(C)c2C)cc(OC)c1CCN1CCC(OC2CCN(C(=O)c3ccc(Cl)c(N4CCC(=O)NC4=O)c3)CC2)CC1,[*:2]c1ccc(Cl)c(N2CCC(=O)NC2=O)c1.[*:2]C(=O)N1CCC(OC2CCN(C[*:1])CC2)CC1.[*:1]Cc1c(OC)cc(-c2cn(C)c(=O)c(C)c2C)cc1OC
CCCCn1cc(-c2ccc(OC3CCN(CC4CCN(C(=O)c5ccc(Cl)c(N6CCC(=O)NC6=O)c5)CC4)CC3)c(OC)c2)c2ccncc2c1=O,[*:1]Oc1ccc(-c2cn(CCCC)c(=O)c3cnccc23)cc1OC.[*:2]c1ccc(Cl)c(N2CCC(=O)NC2=O)c1.[*:2]C(=O)N1CCC(CN2CCC([*:1])CC2)CC1
CCCCn1cc(-c2ccc(OC3CCN(CC4CCN(C(=O)c5ccc(OC)c(N6CCC(=O)NC6=O)c5)CC4)CC3F)c(OC)c2)c2ccncc2c1=O,[*:1]Oc1ccc(-c2cn(CCCC)c(=O)c3cnccc23)cc1OC.[*:2]c1ccc(OC)c(N2CCC(=O)NC2=O)c1.[*:2]C(=O)N1CCC(CN2CCC([*:1])C(F)C2)CC1
CCCCn1cc(-c2cc(F)c(OC3CCN(CC4CCN(C(=O)c5ccc(OC)c(N6CCC(=O)NC6=O)c5)CC4)CC3F)c(F)c2)c2ccncc2c1=O,[*:1]Oc1c(F)cc(-c2cn(CCCC)c(=O)c3cnccc23)cc1F.[*:2]c1ccc(OC)c(N2CCC(=O)NC2=O)c1.[*:2]C(=O)N1CCC(CN2CCC([*:1])C(F)C2)CC1
Nc1nnc(-c2ccccc2O)cc1N1CCN(c2cccc(CN3CCN(C(=O)C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)c2)C2(CC2)C1,[*:1]N1CCN(c2cc(-c3ccccc3O)nnc2N)CC12CC2.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]N1CCC(C(=O)N2CCN(Cc3cccc([*:1])c3)CC2)CC1
Nc1nnc(-c2ccccc2O)cc1N1CC2CCC(C1)N2c1cccc(OCCN2CCN(CC3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)c1,[*:1]N1C2CCC1CN(c1cc(-c3ccccc3O)nnc1N)C2.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]N1CCC(CN2CCN(CCOc3cccc([*:1])c3)CC2)CC1
Nc1nnc(-c2ccccc2O)cc1N1CC2CCC(C1)N2c1cccc(OCCN2CCN(CCCC3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)c1,[*:1]N1C2CCC1CN(c1cc(-c3ccccc3O)nnc1N)C2.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]N1CCC(CCCN2CCN(CCOc3cccc([*:1])c3)CC2)CC1
Nc1nnc(-c2ccccc2O)cc1N1CC(Oc2cccc(CN3CCN(C(=O)CN4CCC(c5ccc(NC6CCC(=O)NC6=O)cc5)CC4)CC3)c2)C1,[*:1]c1cccc(OC2CN(c3cc(-c4ccccc4O)nnc3N)C2)c1.[*:2]c1ccc(NC2CCC(=O)NC2=O)cc1.[*:2]C1CCN(CC(=O)N2CCN(C[*:1])CC2)CC1
Nc1nnc(-c2ccccc2O)cc1N1CCC(C(=O)N2CCC(C(=O)N3CCN(c4ccc(C5CCC(=O)NC5=O)cc4)CC3)CC2)(c2ccccc2)CC1,[*:1]C1(c2ccccc2)CCN(c2cc(-c3ccccc3O)nnc2N)CC1.[*:2]c1ccc(C2CCC(=O)NC2=O)cc1.[*:2]N1CCN(C(=O)C2CCN(C(=O)[*:1])CC2)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCOCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCOCCOC[*:1]
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCOCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1.[*:2]c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]OCCOCCOC[*:1]
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCOCCNC(=O)C(CC(C)C)NC(=O)C(O)C(N)Cc4ccccc4)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1.[*:2]CNC(=O)C(CC(C)C)NC(=O)C(O)C(N)Cc1ccccc1.[*:2]COCCOC[*:1]
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCOC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCOCCOCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCOCCOCCOC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCOCCOCCOCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCOCCOCCOCCOC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCOCCOCCOCCOCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCOCCOCCOCCOCCOC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCOCCOCCOCCOCCOCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCOCCOCCOCCOCCOCCOC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)C[*:1]
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCC[*:1]
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCCC[*:1]
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCCCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCCCC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCCCCCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCCCCCC[*:1]
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCCCCCCCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCCCCCCCC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCCCCCCCCCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCCCCCCCCCC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCCCCCCCCCCCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCCCCCCCCCCCC[*:1].[*:1]CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CC(=O)NCCOCCOCCOCC(=O)Nc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O,[*:1]N1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1.[*:2]Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)COCCOCCOCCNC(=O)C[*:1]
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CC(=O)NCCOCCOCCOCC(=O)NCc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O,[*:1]N1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1.[*:2]c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CNC(=O)COCCOCCOCCNC(=O)C[*:1]
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CC(=O)NCCOCCOCCOCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O,[*:1]N1CCN(c2ccc(Nc3ncc4c(C)c(C(C)=O)c(=O)n(C5CCCC5)c4n3)nc2)CC1.[*:2]c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]OCC(=O)NCCOCCOCCOCCNC(=O)C[*:1]
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)c(F)c1,[*:1]CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCOCCOC[*:1]
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCOCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)c(F)c1,[*:1]CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCOCCOCCOC[*:1]
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)c(F)c1,[*:1]CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCC[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCNc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]NCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCNc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]NCCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCCNc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]NCCCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCCCCNc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]NCCCCCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCCCCCCCCCCNc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]NCCCCCCCCCCCC(=O)[*:1]
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCOCCOCCNc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,[*:1]N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.[*:2]c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]NCCOCCOCCC(=O)[*:1]
O=C1CCC(N2C(=O)c3cccc(NCCCCCNC(=O)c4cccc(SCc5cn(-c6cccc(C(=O)NO)c6)nn5)c4)c3C2=O)C(=O)N1,[*:1]c1cccc(SCc2cn(-c3cccc(C(=O)NO)c3)nn2)c1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCNC(=O)[*:1]
O=C1CCC(N2C(=O)c3cccc(NCCCCCCCCNC(=O)c4cccc(SCc5cn(-c6cccc(C(=O)NO)c6)nn5)c4)c3C2=O)C(=O)N1,[*:1]c1cccc(SCc2cn(-c3cccc(C(=O)NO)c3)nn2)c1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCNC(=O)[*:1]
O=C1CCC(N2C(=O)c3cccc(NCCCCCCCCCCCNC(=O)c4cccc(SCc5cn(-c6cccc(C(=O)NO)c6)nn5)c4)c3C2=O)C(=O)N1,[*:1]c1cccc(SCc2cn(-c3cccc(C(=O)NO)c3)nn2)c1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCCCCNC(=O)[*:1]
O=C1CCC(N2C(=O)c3cccc(NCCCCCCCCCCCNC(=O)c4ccc(SCc5cn(-c6cccc(C(=O)NO)c6)nn5)cc4)c3C2=O)C(=O)N1,[*:1]c1ccc(SCc2cn(-c3cccc(C(=O)NO)c3)nn2)cc1.[*:2]Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.[*:2]CCCCCCCCCCCNC(=O)[*:1]
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(NC(CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,[*:1]CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCC(=O)N1CCN([*:1])CC1
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(NC(CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,[*:1]CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCCCC(=O)N1CCN([*:1])CC1
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(NC(CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,[*:1]CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCCCCC(=O)N1CCN([*:1])CC1
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(NC(CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,[*:1]CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCCCCCC(=O)N1CCN([*:1])CC1
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCCCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(NC(CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,[*:1]CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCCCCCCC(=O)N1CCN([*:1])CC1
Cc1ncsc1-c1ccc(C(C)NC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCCCCCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(NC(CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1,[*:1]CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1.[*:2]CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C.[*:2]CCCCCCCCC(=O)N1CCN([*:1])CC1
O=C(CCCCCC(=O)Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O)NO,[*:1]C(=O)NO.[*:2]Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O.[*:2]C(=O)CCCCC[*:1]
